id,longitude,latitude
234,-47.38159321947956,-16.03145581862859
235,-47.76389353011116,-15.651298958995325
236,-47.82475977687639,-15.641488379827496
237,-47.63156415957964,-15.645237723489169
238,-47.80925403353371,-15.741297768923358
239,-47.82899553563357,-15.69042854841785
240,-47.770742761500316,-15.64623370156203
241,-47.810336467457,-15.643288384632294
242,-47.83898919282104,-15.63581263809306
243,-47.804549177937865,-15.663628288558048
244,-47.85142558286047,-15.668661202306566
245,-47.85668458375672,-15.662722239067113
246,-47.655307543770746,-15.672425395304954
247,-47.797290217853046,-15.649561936488633
248,-47.80540114121391,-15.653080939560125
249,-47.642383268536946,-15.601700367571743
250,-47.84391419197522,-15.624883866069169
251,-47.37319379934187,-16.008049932985497
252,-47.81006026222924,-15.654383518928213
253,-47.76435054114693,-15.650647017854153
254,-47.85363182795365,-15.664722648071061
255,-47.7791503600574,-15.773302191194867
256,-47.7810421004687,-15.775055321788871
257,-47.64172082533452,-15.62020763368989
258,-47.65583499166529,-15.673484901640077
259,-47.826269256615014,-15.633435407696531
260,-47.65317268084957,-15.67722850813667
261,-47.650199186806276,-15.603319294710772
262,-47.85666396744127,-15.661725281551288
263,-47.86112613127927,-15.6555886124187
264,-47.64508420183125,-15.644548521374787
265,-47.66264818741783,-15.562870095180555
266,-47.84651320891795,-15.669908573403584
267,-47.68628583731683,-15.614001171653427
268,-47.82779984122987,-15.641737139537637
269,-47.65618746118304,-15.632987239812335
270,-47.8406641487662,-15.63594066600337
271,-47.834336767452626,-15.623817831744752
272,-47.852381508851195,-15.66450155389076
273,-47.65325119976698,-15.63185250463534
274,-47.805947860979195,-15.649792878214116
275,-47.65343740029691,-15.601769618299787
276,-47.77813271875219,-15.644098911177528
277,-47.82959140262194,-15.627319261498041
278,-47.69220501824019,-15.609184999586015
279,-47.83818142374059,-15.717620628376864
280,-47.79863673525261,-15.643815109878766
281,-47.78071188207445,-15.7752961090524
282,-47.78952622646751,-15.654344532530951
283,-47.854635829322916,-15.662781809112403
284,-47.77123053260608,-15.647597324518438
285,-47.776822937660064,-15.765736254619265
286,-47.795638990912686,-15.64138997564603
287,-47.518004740345965,-15.571917505547775
288,-47.78926836115603,-15.651152952367605
289,-47.806574531668325,-15.66047938439591
290,-47.63834545655265,-15.64484504885129
291,-47.84952015465443,-15.632936905901822
292,-47.807756168917635,-15.63904547356641
293,-47.79855699995286,-15.657105301078024
294,-47.81900898221391,-15.692394607148788
295,-47.82550987636753,-15.64809874498863
296,-47.80176012628978,-15.64181634886191
297,-47.80642888985027,-15.643827886339105
298,-47.84073961940194,-15.659575873291054
299,-47.85659770745121,-15.670934995450105
300,-47.84750752516539,-15.633264303292474
301,-47.75552295453112,-15.652636408220928
302,-47.649900529711616,-15.619138690124515
303,-47.866240672725326,-15.656017335256708
304,-47.64450542766156,-15.646234938429593
305,-47.66277212918199,-15.63265123507093
306,-47.84613610586017,-15.667941676519149
307,-47.84871220025137,-15.681491115351648
308,-47.82834249805573,-15.630543891883875
309,-47.775679263867445,-15.773077913395376
310,-47.83860821017831,-15.66995338904514
311,-47.79202688340023,-15.656342324209954
312,-47.84204982731024,-15.65338121753312
313,-47.806618705408454,-15.645331141203496
314,-47.65144498646459,-15.632873964028585
315,-47.76746150036913,-15.739537253712315
316,-47.816577155939505,-15.687632783398804
317,-47.81889111284755,-15.66362549537314
318,-47.68906595107335,-15.603440312625027
319,-47.797591240653865,-15.652209348167327
320,-47.762525505341074,-15.742390691547868
321,-47.84676039706902,-15.58577217158688
322,-47.838853450482176,-15.636112794800818
323,-47.81250042480287,-15.709990497267553
324,-47.64229809780301,-15.639197277652023
325,-47.83089993434804,-15.68624060052551
326,-47.806096375410725,-15.653427203395323
327,-47.84751102714862,-15.670951047075107
328,-47.65590624378644,-15.604836148378624
329,-47.64630200727179,-15.619220338015433
330,-47.85796047255992,-15.660678135120971
331,-47.79117569059007,-15.656646948277801
332,-47.82505303998386,-15.64591521299226
333,-47.76261271322356,-15.646173925447203
334,-47.63389793974762,-15.655338069484346
335,-47.80481486414042,-15.646375516206756
336,-47.80429843176478,-15.659233801842301
337,-47.827181193929555,-15.642150951129283
338,-47.794363258376116,-15.650534401752422
339,-47.80135537126121,-15.653435572390968
340,-47.64265443439689,-15.617128863235399
341,-47.776947376313245,-15.647551177862292
342,-47.657971448898216,-15.630514597372668
343,-47.809119785812236,-15.660699671143345
344,-47.64728564381405,-15.63323753543873
345,-47.77675872961574,-15.647974799909948
346,-47.85704108862172,-15.656664361537896
347,-47.64761847841368,-15.67394129383098
348,-47.83235601697805,-15.683080520329066
349,-47.825484561084394,-15.636531625690077
350,-47.87137144313714,-15.65608279030063
351,-47.552848585799765,-15.51559321277092
352,-47.85510285597474,-15.667513843940954
353,-47.652063028195116,-15.601599194527653
354,-47.77328814127495,-15.754613505747303
355,-47.780013123122416,-15.76645423280592
356,-47.84893108490639,-15.665300365703017
357,-47.82659660856586,-15.688788864182143
358,-47.808151288443455,-15.64539069687657
359,-47.83677400920208,-15.678883693405053
360,-47.80783375549538,-15.648029168538999
361,-47.826381234952876,-15.6873683166205
362,-47.8489520867412,-15.66774566996549
363,-47.77773290810136,-15.756082884630043
364,-47.8486200965467,-15.664212806727283
365,-47.60547141943505,-15.623596583058827
366,-47.859605870901945,-15.65668135891471
367,-47.803398248157656,-15.656039632809874
368,-47.77569596645861,-15.754094484693757
369,-47.82849349117169,-15.627856791921783
370,-47.64635162232045,-15.605707960350257
371,-47.776085732151536,-15.77019945079102
372,-47.773747911610414,-15.685819428236925
373,-47.80519840631585,-15.641642086154652
374,-47.65364331223069,-15.677363320755434
375,-47.76897316956687,-15.747756767264512
376,-47.66065788192254,-15.633051866806513
377,-47.82233574700751,-15.642522253354052
378,-47.85100747868063,-15.677985799272603
379,-47.84018312704985,-15.650002079057106
380,-47.69011412151945,-15.599580027907527
381,-47.653421957170714,-15.681625919630324
382,-47.86032308897362,-15.656544718054652
383,-47.6447932915578,-15.638346560466987
384,-47.77996721771355,-15.753103197978502
385,-47.655242208756626,-15.630269282779011
386,-47.77907304524315,-15.775967281958657
387,-47.79726736319317,-15.651334349816153
388,-47.64861563809402,-15.675808305691811
389,-47.830992265351334,-15.632385992022277
390,-47.778929181975265,-15.760567608526701
391,-47.83306088540176,-15.681276210886844
392,-47.80080934546769,-15.655139357592097
393,-47.631445408916385,-15.62651183484683
394,-47.90714804467182,-15.632595683897712
395,-47.62976127984094,-15.613739893067708
396,-47.652857835044145,-15.603077071368547
397,-47.6465280589732,-15.64055206463497
398,-47.79196868870111,-15.657089426517645
399,-47.88598586467687,-15.641316592330558
400,-47.67150003149285,-15.6378681037223
401,-47.79745213557296,-15.652710835039493
402,-47.67735916949474,-15.606266626471859
403,-47.77830109013925,-15.773744243967542
404,-47.82719134298691,-15.68865867240052
405,-47.641012078393594,-15.638314873822964
406,-47.75085127123215,-15.656256010394786
407,-47.66657508634917,-15.61692820083253
408,-47.79008055090156,-15.656488723319795
409,-47.64388238230228,-15.62253516421896
410,-47.83901644584618,-15.636473162434882
411,-47.8478479414553,-15.670133166597266
412,-47.648356537507354,-15.604518911409308
413,-47.78896926235969,-15.788421111914428
414,-47.827386554572634,-15.673440458821194
415,-47.79041894270371,-15.657693901401654
416,-47.409606534775804,-15.744318244234648
417,-47.63269678330602,-15.639048977214795
418,-47.76552590516283,-15.747522848700505
419,-47.78257826553998,-15.765449677419113
420,-47.79790651358857,-15.647423370194964
421,-47.83580804608997,-15.714214882727717
422,-47.76752384226532,-15.747090053005142
423,-47.85503810099697,-15.673259079647428
424,-47.67016339081505,-15.596173222908622
425,-47.82317293049976,-15.68560764786792
426,-47.79359170017206,-15.643964445419835
427,-47.77033560779816,-15.750122644658138
428,-47.6553005257547,-15.62198418431216
429,-47.77589270981757,-15.646264295969086
430,-47.653215176351026,-15.60471739344486
431,-47.829350371943036,-15.675318299220677
432,-47.81532914384165,-15.768733145034222
433,-47.653033648590934,-15.631631150952025
434,-47.804531007429055,-15.664136248523029
435,-47.827888512998285,-15.633025424948366
436,-47.77487836553256,-15.746696220100228
437,-47.68559372635167,-15.61644676719268
438,-47.79068647702452,-15.65252657091295
439,-47.76746841571117,-15.645996352155764
440,-47.63973132095196,-15.619891676103313
441,-47.83114821176322,-15.629838764634483
442,-47.81614054157757,-15.751379226277033
443,-47.7780999443589,-15.751903858925226
444,-47.76036379477224,-15.650831473220581
445,-47.84069671508321,-15.634362298248844
446,-47.827203841691144,-15.639029773124031
447,-47.830113417150294,-15.627817555958185
448,-47.82216662459654,-15.671764014482317
449,-47.68846654098497,-15.612612530556177
450,-47.79334755068861,-15.655664911995233
451,-47.821995847065885,-15.714582655032302
452,-47.83769234723937,-15.663242826726078
453,-47.78998978219593,-15.657090184168833
454,-47.797774875810255,-15.644181151752708
455,-47.81776644743998,-15.687535132126941
456,-47.6345587853602,-15.615024363376445
457,-47.64887293733353,-15.605965871613105
458,-47.826517924917894,-15.674780863631433
459,-47.64863479307219,-15.614065842099397
460,-47.80451067258373,-15.64418672303745
461,-47.844528143594715,-15.653290154969783
462,-47.402834416300344,-15.675415271685166
463,-47.8315249752774,-15.631887849100588
464,-47.782708610503185,-15.771973374603332
465,-47.859714322639135,-15.65273126475847
466,-47.8618424180905,-15.656736807408752
467,-47.77975400778616,-15.764776035799635
468,-47.818621792735215,-15.693875392279216
469,-47.65200365928796,-15.603077123165878
470,-47.37602766412082,-15.71538766313184
471,-47.646083444717114,-15.633283328587403
472,-47.832992972636426,-15.722263393581523
473,-47.83244806211098,-15.72041991334714
474,-47.65981606687306,-15.629020088069637
475,-47.78053116381187,-15.76332018195412
476,-47.68479316502634,-15.599910537863847
477,-47.8532402352585,-15.665370852215078
478,-47.77235852465556,-15.754347505278092
479,-47.65359747026314,-15.61446639588128
480,-47.65682240227724,-15.6264249032985
481,-47.83558245348379,-15.680708907011677
482,-47.80223719873255,-15.657347377026767
483,-47.80577312367701,-15.655304606036424
484,-47.76821582834001,-15.748573559711414
485,-47.778536849478876,-15.648461357958038
486,-47.65659791412857,-15.613198965192337
487,-47.77521096985909,-15.769257553638273
488,-47.779112447784904,-15.760476203765231
489,-47.64524535508812,-15.670611662436922
490,-47.80984327439348,-15.65241325981554
491,-47.85462310800593,-15.667343693866128
492,-47.86716418030717,-15.601892369717012
493,-47.63480641926668,-15.643673505646293
494,-47.833609246634865,-15.685453751003251
495,-47.8687964464391,-15.65599820026708
496,-47.84868436663573,-15.674355683038481
497,-47.83633652724714,-15.647047893551585
498,-47.77465683814205,-15.641028710630975
499,-47.83075177973109,-15.682453886901921
500,-47.65160439261956,-15.600905147358697
501,-47.84832060960288,-15.635170363372874
502,-47.82251056064661,-15.651425144479385
503,-47.63153364223997,-15.767992407308183
504,-47.83554687664498,-15.632299881833477
505,-47.79732438575661,-15.647377296076801
506,-47.775301168290525,-15.756641864269696
507,-47.79057409615376,-15.652066724812274
508,-47.51943470400818,-15.90572800047031
509,-47.763302470692594,-15.651730002613416
510,-47.793049437679606,-15.654421135525132
511,-47.769606812881406,-15.643616846212973
512,-47.648069596534505,-15.629437993072505
513,-47.80437103641571,-15.66155489738053
514,-47.770668853474966,-15.752440156833462
515,-47.689897383706274,-15.61335258353799
516,-47.85398652150963,-15.635641338539159
517,-47.76420952832549,-15.743969024904084
518,-47.656928340116615,-15.618858933162501
519,-47.82907149444142,-15.68788965357269
520,-47.8454839981433,-15.657698549537622
521,-47.84711691441926,-15.675886564279383
522,-47.84959109211887,-15.66195273649537
523,-47.64592711806294,-15.621699622575084
524,-47.82251496697539,-15.689797859787964
525,-47.686133512315656,-15.61603956220554
526,-47.76844921450484,-15.752931683442515
527,-47.783536876853994,-15.654407281945415
528,-47.78438007347587,-15.654645929393121
529,-47.84834114243857,-15.633520527704878
530,-47.82825861083789,-15.643760620544704
531,-47.78337280790866,-15.775540213418532
532,-47.79876499534287,-15.658953041085418
533,-47.82612506923952,-15.647054400886566
534,-47.77705898085967,-15.752954162884636
535,-47.77558369766928,-15.770386131005868
536,-47.87038984932084,-15.601446522803844
537,-47.78247232011632,-15.763361856527967
538,-47.6858391960903,-15.642291390357693
539,-47.64211032707502,-15.632740631445348
540,-47.633093136758525,-15.612675282130803
541,-47.64003225712713,-15.643261305402511
542,-47.83645782104583,-15.660845674155281
543,-47.80065572834374,-15.63942548027254
544,-47.83398716768203,-15.669351799136978
545,-47.78163100560335,-15.772525542152525
546,-47.64591709689141,-15.616358620406027
547,-47.59686245986772,-15.771937121818485
548,-47.64701698963024,-15.605457639807614
549,-47.83641468390409,-15.665833985465602
550,-47.85159344096968,-15.667999602719965
551,-47.68427919222195,-15.613212844385378
552,-47.80281581427809,-15.658757722629485
553,-47.800493522529585,-15.644587251600495
554,-47.85001652010872,-15.665377874984836
555,-47.78132069832427,-15.77066165307878
556,-47.81819839624969,-15.693970292750194
557,-47.84740971182294,-15.664034741087347
558,-47.80067604001765,-15.650268590807984
559,-47.81728868789215,-15.694012291773571
560,-47.77801115630885,-15.781045872973449
561,-47.77563119614386,-15.752417776301694
562,-47.7777441329503,-15.757158957259337
563,-47.79783448209593,-15.639946696521147
564,-47.85847388240112,-15.656805953756484
565,-47.84311431224727,-15.69484292908444
566,-47.77499111984735,-15.769635279214429
567,-47.81353475556735,-15.656341274439722
568,-47.8056505898034,-15.659152440633067
569,-47.6614309357453,-15.618544117218374
570,-47.6485973899792,-15.629202666680975
571,-47.646468821139834,-15.622382953502923
572,-47.8472080659758,-15.636518904164094
573,-47.65454922291842,-15.621384457736156
574,-47.8402713749592,-15.663309311519102
575,-47.79963743465409,-15.655111207461495
576,-47.98798960172608,-15.589861294101038
577,-47.527232420380045,-15.911940043725965
578,-47.80103884661356,-15.657537415612593
579,-47.81951542515836,-15.757837328683612
580,-47.79611392698008,-15.64645781754321
581,-47.65541108688135,-15.655784109634988
582,-47.802501644961474,-15.658114802598826
583,-47.79930804430579,-15.64236911994205
584,-47.79524072416469,-15.643548757662069
585,-47.79545745472309,-15.657898714698902
586,-47.82545053656897,-15.642418858414178
587,-47.76181587568044,-15.752141501403054
588,-47.80391494857625,-15.643359124890111
589,-47.7780679544956,-15.652215172832877
590,-47.8604551021437,-15.653107917602519
591,-47.7566202424968,-15.652137669382908
592,-47.642387550139325,-15.638906747091418
593,-47.854564311958605,-15.694411368384095
594,-47.82341315768395,-15.639883425360841
595,-47.777182375402035,-15.648359351494715
596,-47.77751510536891,-15.648608088198824
597,-47.834556699756824,-15.68712474465856
598,-47.83754134964205,-15.631525039738301
599,-47.64999356729515,-15.600570795545034
600,-47.866626636985714,-15.655880802490136
601,-47.84617585278872,-15.669891766893992
602,-47.78313438534732,-15.765945080906057
603,-47.657854126350365,-15.616447130276288
604,-47.75838019762683,-15.651812869816663
605,-47.80276778360641,-15.658493291315343
606,-47.64109370662015,-15.646931387483264
607,-47.77675323956608,-15.751256463637276
608,-47.760826685689345,-15.649025047593474
609,-47.77879161311268,-15.64299804708266
610,-47.658097279068116,-15.641150060970942
611,-47.8003718113269,-15.644054590061064
612,-47.64624469581846,-15.61324350329812
613,-47.79461875712046,-15.642762757633324
614,-47.79538674987473,-15.659292953755495
615,-47.83813354230376,-15.658275626810683
616,-47.66293563262529,-15.59787422145043
617,-47.67286719479101,-15.608204091257077
618,-47.79063523446057,-15.782911239303775
619,-47.82384148953054,-15.64568653343799
620,-47.778770496172726,-15.773058895631662
621,-47.85763336530996,-15.657269366926073
622,-47.848622581933874,-15.682010284879523
623,-47.80666231804198,-15.644545590705214
624,-47.68798299973526,-15.608529625412883
625,-47.793508503836215,-15.642971360736531
626,-47.798340374452955,-15.644670841134772
627,-47.832872860119366,-15.632818752798274
628,-47.77103373857681,-15.7514604391271
629,-47.837465788445314,-15.68488894606812
630,-47.80223946263846,-15.661178039943303
631,-47.806472187293956,-15.640748467983071
632,-47.84684645382751,-15.669165837318243
633,-47.769125877735824,-15.64330312896022
634,-47.814573795589915,-15.767113084337073
635,-47.81726393897104,-15.620600919089489
636,-47.64606846548908,-15.615506161416986
637,-47.8025020154309,-15.657841263472235
638,-47.66395660179311,-15.654457867207462
639,-47.8187316407395,-15.64349999016944
640,-47.79727991305494,-15.65927610386484
641,-47.65003215308358,-15.644601957617038
642,-47.6706415735114,-15.60695824757983
643,-47.83729368337551,-15.728531400801957
644,-47.66217423704669,-15.621761180474802
645,-47.83169825858474,-15.668147049138433
646,-47.82151126170844,-15.664668394218019
647,-47.75608078726658,-15.651087702655621
648,-47.67836142644456,-15.702526612684844
649,-47.780140686892686,-15.759864989320098
650,-47.83519414028729,-15.632206437087264
651,-47.84327101675267,-15.681096427026699
652,-47.914721307433425,-15.633113357814114
653,-47.649485453118736,-15.62578811307824
654,-47.84865407284475,-15.670946288147407
655,-47.83865721378115,-15.63168830004647
656,-47.82359424433683,-15.648592656635747
657,-47.67831594213884,-15.6169785150406
658,-47.800613220170746,-15.647699959803237
659,-47.76919339468688,-15.645433567375244
660,-47.82700136523102,-15.64338316807117
661,-47.819840431867185,-15.686818793344495
662,-47.84213955297308,-15.672794510117534
663,-47.68917533385395,-15.6139959857019
664,-47.8259965953708,-15.633792323853235
665,-47.77434928524345,-15.646848317684434
666,-47.84866411452866,-15.664180052462791
667,-47.67798869231665,-15.612699479432301
668,-47.83525691007929,-15.634540054204761
669,-47.79877557581957,-15.658347245185551
670,-47.64513787788514,-15.617101333104294
671,-47.84363593777669,-15.667584078979445
672,-47.817582121485465,-15.687249367676912
673,-47.82144412162881,-15.69340526542758
674,-47.84247600024258,-15.660113426022933
675,-47.83236099064181,-15.634765223802027
676,-47.65591402860902,-15.61330817579615
677,-47.76954644898602,-15.74618436714641
678,-47.837082495866504,-15.631926782987927
679,-47.82446544975702,-15.689003527102413
680,-47.86133438097648,-15.656778715802588
681,-47.81717838400811,-15.687459474456352
682,-47.70200182131913,-15.624089129707416
683,-47.80207686633515,-15.643584981239467
684,-47.65902774383996,-15.621424723243562
685,-47.888941092034884,-15.644376050514005
686,-47.83011445847633,-15.68885891282075
687,-47.657533938447514,-15.624880546456394
688,-47.86145371438738,-15.655529432496907
689,-47.835000306405014,-15.669037736503544
690,-47.779410841495796,-15.770786068462332
691,-47.65467045029917,-15.624764871377074
692,-47.65610054771263,-15.616637064398649
693,-47.84307786600542,-15.633032154622471
694,-47.63538069685496,-15.641990168722781
695,-47.65576368481915,-15.619273565351643
696,-47.84794378907734,-15.666264084781014
697,-47.85079819108644,-15.661957223744801
698,-47.82054282293563,-15.693956087727953
